hebrew_day,hebrew_month,popular_name,full_name,years,quote,stream,role,image_url,sources,importance_score,biography,story,torah
3,טבת,רבי אביגדור עזריאל,רבי אביגדור עזריאל,,,מקובלים,מקובל,2735381150059651.jpg,Facebook group archive,5,"אביו: ר' עזריאל. מורו: המקובל שלום מזרחי שרעבי [הרש""ש].

שקד על לימוד התורה בבית מדרש ""בית א-ל"" בירושלים.

כיהן כדיין ונמנה על חכמי ירושלים. כתב הגהות על ספר ""עץ חיים"" לר' חיים ויטאל. בשנת ה'תקנ""ח השיב את נשמתו ליוצרה.

מספריו: •    זמרת הארץ: כוונות התפילה על פי קבלה (ק) •    כסף הכפורים (ק)",,
3,טבת,על מצבתו:,על מצבתו:,,,,,2735381150059651.jpg,Facebook group archive,5,#,,
3,טבת,הרב יעקב חי עבו (1830,הרב יעקב חי עבו (1830,,,,,2735381150059651.jpg,Facebook group archive,5,"היה איש ציבור וגואל קרקעות, קונסול צרפת בגליל, ממייסדי המושבות ""מי מרום"" (לימים יסוד המעלה) וגיא אוני (לימים ראש פינה).

#",,
3,טבת,הרב יצחק עמדי,הרב יצחק עמדי,,,,,2735381150059651.jpg,Facebook group archive,5,"היה מחנך, רב המושב עין העמק ומייסד המרכז הרוחני ליהודי כורדיסטן, בעל אות יקיר ירושלים לשנת 2000",,
3,טבת,"הַ'תַּשְׁבֵּ""ץ'",,,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"נִפְטַר בִּשְׁנַת ר""ד
רַבֵּנוּ שִׁמְעוֹן בֶּן צֶמַח דּוֹרַאן – הָרַשְׁבַּ""ץ.
בַּעַל 'תַּשְׁבֵּ""ץ – תְּשׁוּבוֹת רַבִּי שִׁמְעוֹן בֶּן צֶמַח.
נוֹלַד בָּאִי מִיּוֹרְקָה עַל יַד סְפָרַד. כְּמוֹ גְּדוֹלֵי סְפָרַד אֲחֵרִים הָיָה גַּם הָרַשְׁבַּ""ץ רוֹפֵא. בְּעִקְבוֹת הַגְּזֵרוֹת שֶׁל שְׁנַת קנ""א, הוּא בָּרַח לִצְפוֹן אַפְרִיקָה וְהִתְיַשֵּׁב בְּאַלְגִ'יר, וְשָׁם שִׁמֵּשׁ כְּדַיָּן בְּבֵית דִּינוֹ שֶׁל הָרִיבָ""שׁ, וּלְאַחַר פְּטִירַת הָרִיבָ""שׁ שִׁמֵּשׁ הָרַשְׁבַּ""ץ כְּרַבָּהּ הָרָאשִׁי שֶׁל אַלְגִ'יר. צֶאֱצָאָיו יָשְׁבוּ עַל כִּסֵּא הָרַבָּנוּת בִּצְפוֹן אַפְרִיקָה בְּמֶשֶׁךְ דּוֹרוֹת רַבִּים. יָדוּעַ וּמְקֻבָּל שֶׁסִּפְרוֹ הַ'תַּשְׁבֵּ""ץ' אֵין רִמָּה שׁוֹלֶטֶת בּוֹ, מִשּׁוּם שֶׁהוּא הָיָה נוֹהֵג לְנַקּוֹת אֶת כָּל סְפָרָיו בְּמַפָּה שֶׁל מֶשִׁי שֶׁלֹּא יִצְטַבֵּר עֲלֵיהֶם אָבָק, וְנָהַג בִּזְהִירוּת יְתֵרָה בִּכְבוֹד הַסְּפָרִים. וְהַרַשַׁ""בּ מִלְּיוּבַּאוִויטְשׁ זַצַ""ל אָמַר, שֶׁהוּא בָּדַק בְּסִפְרִיּוֹת רַבּוֹת, וּמָצָא שֶׁאֲפִילוּ אִם סֵפֶר הַ'תַּשְׁבֵּ""ץ' עָמַד בֵּין סְפָרִים אֲחֵרִים שֶׁשָּׁלַט בָּהֶם הָעָשׁ וְעָשָׂה נְקָבִים נְקָבִים, מ""מ סֵפֶר הַ'תַּשְׁבֵּ""ץ' נִשְׁאַר בִּשְׁלֵמוּתוֹ וּבְיָפְיוֹ.",,
3,טבת,רַבִּי אֱלִיעֶזֶר זְאֵב מִבּוֹטְשַׁאטְשׁ,"הרה""ק רַבִּי אֱלִיעֶזֶר זְאֵב בהרה""ק ר' חַיִּים מִבּוֹטְשַׁאטְשׁ.",,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"נִפְטַר בִּשְׁנַת תרי""ב
נוֹדַע כְּאִישׁ מוֹפֵת שֶׁהוֹכִיחַ בִּדְבָרִים מֻבְהָקִים שֶׁבְּכֹחַ הַקְּדֻשָּׁה יָכוֹל הַצַּדִּיק לְחוֹלֵל הַכֹּל. הָיָה תַּלְמִידָם שֶׁל הרה""ק רַבִּי חַיִּים מִקָּאסוֹב וְהרה""ק רַבִּי אַבְרָהָם דָּוִד מִבּוֹטְשַׁאטְשׁ זי""ע וְהרה""ק רַבִּי יִשְׂרָאֵל מֵרוּזִ'ין זי""ע וְהרה""ק רַבִּי שִׁמְעוֹן מִיֶּערוּסְלַאב זי""ע. נִפְטַר בְּגִיל צָעִיר, וּבְנוֹ הרה""ק רַבִּי יוֹסֵף אַהֲרֹן רַאבִּין מִדּוֹרוֹהוֹי זי""ע הָיָה אָז עֲדַיִן נַעַר בֶּן י""ז שָׁנָה וְהִגִּיעַ לְהִסְתּוֹפֵף בְּבֶעלְזְא אֵצֶל כ""ק מָרָן מַהֲרַ""שׁ, וּמָרָן כִּבְּדוֹ בְּבִרְכַּת הַזִּמּוּן בְּשֻׁלְחָנוֹ הַטָּהוֹר בִּסְעוּדָה שְׁלִישִׁית וְהוֹרָה לַגַּבַּאי שֶׁיַּעֲלֵהוּ לַתּוֹרָה בַּתֹּאַר 'מוֹרֶה מוֹרֵנוּ'. לֹא הֶאֱרִיךְ יָמִים וְנִסְתַּלֵּק בְּגִיל נ""ב שָׁנִים, וּמְסֻפָּר שֶׁמֵּת כֹּה צָעִיר, לְפִי שֶׁשָּׁנִים אֲחָדוֹת קֹדֶם לָכֵן הִתְפָּרְצָה כְּנוּפְיַת שׁוֹדְדִים צְמֵאֵי דָּם לְבֵית מִדְרָשׁוֹ שֶׁבָּעֲיָרָה הֶרְצָה שֶׁבְּבּוֹקוֹבִינָה שָׁם כִּהֵן בְּרַבָּנוּת לִפְנֵי בּוֹטְשַׁאטְשׁ, וְהַשּׁוֹדְדִים תָּבְעוּ מִמֶּנּוּ כֶּסֶף וּגְרָרוּהוּ עַל הָאָרֶץ, פָּצָה רַבִּי אֱלִיעֶזֶר זְאֵב אֶת פִּיו וְקָרָא: 'נֶם בָּן' – שֶׁפֵּרוּשׁוֹ בְּרוֹמָנִית 'אֵין כֶּסֶף' – וְהַשּׁוֹדְדִים הִנִּיחוּ לוֹ. אֶלָּא שֶׁלְּפִי הַמָּסֹרֶת בְּמִשְׁפַּחְתּוֹ, לֹא בִּגְלַל הַמּוּבָן הַפָּשׁוּט שֶׁל הַמִּלִּים נָסוּ הַשּׁוֹדְדִים, אֶלָּא מִשּׁוּם שֶׁהִשְׁתַּמֵּשׁ בְּשֵׁם נ""ב. מִסִּבָּה זוֹ נֶעֱנַשׁ וְלֹא הֶאֱרִיךְ יָמִים מֵעֵבֶר לְנ""ב שָׁנִים.",,
3,טבת,רַבִּי אַבְרָהָם מִסְּטְרֶעטִין,"הרה""ק רַבִּי אַבְרָהָם בהרה""ק ר' יְהוּדָה צְבִי בְּרַאנְדְוַויין מִסְּטְרֶעטִין.",,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"נִפְטַר בִּשְׁנַת תרכ""ה
הַ'דִּבְרֵי חַיִּים' מִצַּאנְז זְצַ""ל כּוֹתֵב בִּתְשׁוּבָה עָלָיו: יָדוּעַ שֶׁהַקָּדוֹשׁ רַבִּי אַבְרָהָם וְאָבִיו הַקָּדוֹשׁ זלל""ה מֵחֲמַת גֹּדֶל קְדֻשָּׁתָם וְיִרְאָתָם נִשְׁמְעוּ דִּבְרֵיהֶם לְכָל הַגָּלִיל, וַיִּנְהֲרוּ אַחֲרֵיהֶם לִלְמֹד תּוֹרָה וְיִרְאָה מֵהֶם, וְשָׁאֲלוּ עֵצוֹת כַּאֲשֶׁר יִשְׁאַל אִישׁ בִּדְבַר הָאֱלֹקִים, כִּי הָיוּ בַּעֲלֵי רוּחַ הַקֹּדֶשׁ וּתְפִלָּתָם וְדִבּוּרָם בִּקְדֻשָּׁה עָשׂוּ פְּרִי. לְאַחַר פְּטִירַת אָבִיו הֻסְמַךְ לְרַבָּנוּת עַל יְדֵי הרה""ק מֵרוּזִ'ין, וְהִמְשִׁיךְ אֶת הַנְהָגָתוֹ כ""א שָׁנִים.",,
3,טבת,"רַבִּי יוֹאֵל מֹשֶׁה סֶגַ""ל לַנְדָּא","הַגָּאוֹן רַבִּי יוֹאֵל מֹשֶׁה בהג""ר מָרְדְּכַי זִיסְקִינְד סֶגַ""ל לַנְדָּא, אַבַּ""ד יַאבְרוֹב.",,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"נִפְטַר בִּשְׁנַת תרנ""ד
מִגְּדוֹלֵי מוֹרֵי הַהוֹרָאָה בְּגַלִיצְיָה. כְּאַרְבָּעִים שָׁנָה כִּהֵן בְּרַבָּנוּת יַאבְרוֹב, מַאגְרוֹב וְלִיזֶ'ענְסְק. אָבִיו רַבִּי מָרְדְּכַי זִיסְקִינְד הָיָה ראב""ד בִּסְטְרִיא וְהִסְתּוֹפֵף בְּצֵל כ""ק מָרָנָן מַהֲרַ""שׁ וּמַהֲרִ""י מִבֶּעלְזְא זי""ע, וּבְהַשְׁפָּעָתוֹ נַעֲשָׂה חֲתָנוֹ הַגָּאוֹן בַּעַל 'חֲבַצֶּלֶת הַשָּׁרוֹן' מִטַּארְנוֹפּוֹל זְצַ""ל לַחֲסִיד בֶּעלְזְא.",,
4,טבת,רַבִּי חַיִּים שְׁנֵיאוֹר זַלְמָן שְׁנֵיאוֹרְסוֹהן,"הרה""ק רַבִּי חַיִּים שְׁנֵיאוֹר זַלְמָן בהרה""ק ר' מְנַחֵם מֶנְדְּל שְׁנֵיאוֹרְסָאהן מִלִּיאַדִי.",,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"נִפְטַר בִּשְׁנַת תר""מ
כִּשְׁנָתַיִם לְאַחַר פְּטִירַת אָבִיו הַ'צֶמַח צֶדֶק' מִלְּיוּבַּאוִויטְשׁ, הֵחֵל לִנְהֹג עֲדָתוֹ בְּלִיאַדִי, מְקוֹם מוֹשָׁבוֹ שֶׁל סַב הוֹרָיו בַּעַל הַ'תַּנְיָא' זְצַ""ל, בְּאָמְרוֹ 'וְדוֹר רְבִיעִי יָשׁוּבוּ הֵנָּה'.",,
4,טבת,'בַּעַל הַתְּכֵלֶת',"הרה""ק רַבִּי גֵּרְשׁוֹן הֶענִיךְ בהרה""ק ר' מְנַחֵם מֶנְדְּל לַיינֶער מֵרַאדְזִין – בַּעַל הַתְּכֵלֶת.",,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"נִפְטַר בִּשְׁנַת תרנ""א
בַּעַל 'שְׂפוּנֵי טְמוּנֵי חוֹל'.
בְּסוֹף שְׁנוֹת תר""מ גִּלָּה לְדַעְתּוֹ אֶת הַתְּכֵלֶת שֶׁנִּצְטַוֵּינוּ לִצְבֹּעַ בָּהּ אֶת הַצִּיצִית. לְאַחַר הַגִּלּוּי הוֹצִיא לָאוֹר שְׁלֹשָׁה סְפָרִים: א. 'שְׂפוּנֵי טְמוּנֵי חוֹל'. ב. 'פְּתִיל תְּכֵלֶת'. ג. 'עֵין הַתְּכֵלֶת', בָּהֶם הוּא מְתָאֵר אֶת כָּל סִימָנֵי הַחִלָּזוֹן, אֶת כָּל סִפּוּר הַחִפּוּשׂ אַחַר הַתְּכֵלֶת וְאֶת הַתְּשׁוּבוֹת עַל הַשְּׁאֵלוֹת וְהַתְּמִיהוֹת שֶׁבָּאוּ עָלָיו וְעַל גִּלּוּיוֹ. נָסַע לְרַבִּים מִצַּדִּיקֵי דּוֹרוֹ כְּדֵי לְהַרְאוֹת לָהֶם אֶת חוּטֵי הַתְּכֵלֶת לְמַעַן יַסְכִּימוּ עִמּוֹ. בְּבוֹאוֹ לְבֶעלְזְא כִּבְּדוֹ כ""ק מָרָן מַהֲרִ""י זי""ע וְלֹא הִתְוַכֵּחַ עִמּוֹ, אַךְ אָמַר לוֹ כְּהַאי לִישְׁנָא: פַּעַם אַחַת קָרָא לִי אָבִי מָרָן מַהֲרַ""שׁ וְהֶרְאָה לִי אֶת הָרָקִיעַ בְּאָמְרוֹ: 'הַבֶּט נָא הַשָּׁמַיְמָה וּרְאֵה אֶת הָרָקִיעַ שֶׁהוּא בְּטָהֳרָתָהּ, וַהֲגַם שֶׁאָמְרוּ חֲזַ""ל מִיּוֹם שֶׁחָרַב בֵּית הַמִּקְדָּשׁ לֹא נִרְאֵית רָקִיעַ בְּטָהֳרָתָהּ, זֶהוּ בִּקְבִיעוּת, אֲבָל מִפַּעַם לְפַעַם יְכוֹלִים לִהְיוֹת הַשָּׁמַיִם בְּטָהֳרָתָם'. וְעַד הַיּוֹם לֹא הֵבַנְתִּי מַה הָיְתָה כַּוָּנַת קָדְשׁוֹ שֶׁל אָבִי זִכְרוֹנוֹ לִבְרָכָה, עַתָּה מֵבִין אֲנִי לְמַה הִתְכַּוֵּן, דַּהֲלֹא אָמְרוּ בַּגְּמָרָא מַה נִּשְׁתַּנָּה תְּכֵלֶת מִכָּל מִינֵי צִבְעוֹנִין, מִפְּנֵי שֶׁהַתְּכֵלֶת דּוֹמֶה לַיָּם וְיָם דּוֹמֶה לָרָקִיעַ וְרָקִיעַ דּוֹמֶה לְכִסֵּא הַכָּבוֹד, וְאִלּוּ צֶבַע זֶה שֶׁאַתֶּם מַרְאִים לִי אֵינוֹ דּוֹמֶה כְּלָל לְאוֹתוֹ רָקִיעַ שֶׁהֶרְאָה לִי אָבִי זִכְרוֹנוֹ לִבְרָכָה…",,
4,טבת,רַבִּי אַבְרָהָם תְּאוֹמִים,"הרה""ק רַבִּי אַבְרָהָם ב""ר יִשְׂרָאֵל תְּאוֹמִים, אַבַּ""ד זַאלִישְׁטְשִׁיק.",,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"נִפְטַר בִּשְׁנַת תרנ""ו
תַּלְמִיד מֻבְהָק לַגָּאוֹן רַבִּי שְׁלֹמֹה קְלוּגֶר זי""ע, נָשָׂא אֶת בַּת הַגְּבִיר רַבִּי יִצְחָק דֹּב הַייזְלֶר מִבּוֹטְשַׁאטְשׁ. תְּחִלַּת רַבָּנוּתוֹ הָיְתָה בָּעִיר פָּמוֹרְן מִשְׁנַת תר""ה, מִשָּׁם עָבַר לְרַבָּנוּת בִּזְ'בָּארֶז', וּבִשְׁנַת תרי""א לְעֶרֶךְ הִתְיַשֵּׁב בְּבוֹטְשַׁאטְשׁ וְהִרְבִּיץ תּוֹרָה בְּבֵית הַמִּדְרָשׁ שֶׁהָיָה לוֹ בָּעִיר, אַחַר כָּךְ עָבַר לְרַבָּנוּת בְּזַאלִישְׁטְשִׁיק בָּהּ כִּהֵן בְּרַבָּנוּת מֶשֶׁךְ אַרְבָּעִים שָׁנָה.",,
4,טבת,"הרב ישראל אריה זלמנוביץ (ד' בטבת תרע""ז 1916  כ""ג בסיוון תשס""ג 2003)","הרב ישראל אריה זלמנוביץ (ד' בטבת תרע""ז 1916  כ""ג בסיוון תשס""ג 2003)",,,,,2865030380428060.jpg,Facebook group archive,5,,,
5,טבת,תפילת הקדיש היא להוריד את השפע,תפילת הקדיש היא להוריד את השפע,,,,,2736779846586448.jpg,Facebook group archive,5,"-צריך לטבול במקווה בשחרית של שבת בבוקר כי כמו שיש הפרש בין קדושת שבת לחול כך יש הפרש בין קדושת ליל שבת לקדושת יום לעניין רזי האלהות כי היא קדושה חמורה ויכוין בה לכבוד שבת.

-צריך להיזהר מאוד בנטילת ידים וכל המזלזל בהם נעקר מן העולם כי עשר אצבעות הם כנגד עשרה מאמרות שבהם נברא העולם


#",,
5,טבת,הרב בנימין מרדכי נבון,הרב בנימין מרדכי נבון,,,מקובלים,מקובל,2736779846586448.jpg,Facebook group archive,5,"היה רב ומקובל ארץ-ישראלי.

חכם מרדכי בנימין נבון (ג'יליבון) 

נולד בירושלים, לאפרים נבון ממשפחת נבון הירושלמית, צאצא לרב יונה נבון (מחבר ""נחפה בכסף"" ו""גט מקושר"") ולאמו אלישבע בת הרב חיים מונדובי ראש ישיבת ''תפארת ישראל'' (מתלמידי ה''אור החיים הקדוש'') רעייתו הראשונה ובניהם נפטרו, אירוע שהותיר עליו רושם עז אשר מצא את ביטויו בספרו ""בני בנימין וקרב איש''

עד שבשנת תקפ""ח (1828) נשא לאישה, אלמנה ענייה, אמו של חכם יעקב שאול אלישר, לימים הראשון לציון, שהיה אז רק בן אחת-עשרה. הוא אמצו כבן, גדלו בתורה, והיה לרבו. בבר המצווה שלו, נתן לו את כינויו, היש""א ברכה. בשנת תקצ""ב (1832), נשא אישה והוליד את ילדיו בביתו של חכם מרדכי בנימין נבון, והיה סמוך על שולחנו, כדי שימשיך לגדול בתורה.

חכם מרדכי בנימין נבון שימש ראש אבות בתי הדין בירושלים, ועמד בראש כמה ישיבות בירושלים: ישיבת המקובלים 'בית אל', ישיבת 'בית אהרון קצין', יחד עם קרובו, הראשון לציון חכם יהודה נבון, ישיבת 'חסד לאברהם', וישיבת 'בניין שלמה'. ישיבות, אלו נתמכו ע""י משפחת עאג'יב מליוורנו. לצד דאגתו לתלמידיו, עסק במעשי צדקה וחסד. ביתו היה פתוח ליתומי ירושלים ואלמנותיה, שהיו סמוכים על שולחנו. בשנת תר""ט (1849) מונה לתפקיד עוזרו של הראשון לציון, החכם הישיש, יצחק קובו, ושימש בפועל כראשון לציון.

חכם מרדכי בנימין נבון נפטר ביום ה' טבת תרי""ב (1851), ונטמן בבית הקברות בהר הזיתים.

בנו ותלמידו, הראשון לציון, חכם יעקב שאול אלישר, פרסם בשנת תרל""ו (1876) את הספר 'בני בנימין וקרב איש', בו צירף לספר אחד את חיבורו של חכם מרדכי בנימין נבון לחיבור שלו. לאחר מותו נטמן לצדו בהר הזיתים.

#",,
5,טבת,רבי אברהם יעקב פרידמן,"הרה""ק רַבִּי אַבְרָהָם יַעֲקֹב בהרה""ק ר' יִשְׂרָאֵל מִסַּאדִיגוּרָא.",,,חסידי,אדמו״ר,2736779846586448.jpg,Facebook group archive,5,"היה האדמו""ר מסדיגורה, דור שביעי למגיד ממעזריטש, עלה לארץ ישראל והיה בין אדמו""ריה הבולטים של תל אביב.

נולד לרבי ישראל מסדיגורה מאשתו השנייה, בת שבע, בערב תשעה באב, והוכנס לברית מילה בט""ו באב. 

אביו השקיע רבות בחינוכו, והפקיד את זקני החסידים ללמדו את אורחות החסידות.

 בי""ג בתשרי תרס""ז נפטר אביו,  בפרוץ מלחמת העולם הראשונה, נדד הרב אברהם יעקב עם רוב אדמו""רי בית רוז'ין לווינה ושהה בה במשך 22 שנים. 

באותה תקופה אילצו הנאצים אותו ורבנים נוספים לטאטא את רחובות העיר וינה כדי להשפילם. באותו זמן הבטיח שאם יעלה לארץ ישראל יטאטא את רחובותיה, ואכן כשגר בתל אביב היה מטאטא קטע מהמדרכה שסמוכה לביתו מדי בוקר, ורק כשראה שחסידיו מבחינים במעשיו, הפסיק.

 חסידיו פעלו להשגת ויזה לארץ ישראל, ומיד בבואו לארץ, בכ""ג באלול תרצ""ח (1938) קבע את ביתו בתל אביב, בנמקו שבעיר זו אין נשמעים פעמוני כנסיות. 

נפטר בה' בטבת תשכ""א, ונטמן בבית הקברות נחלת יצחק שבגבעתיים, בלי להותיר אחריו צאצאים. במגוריו בתל אביב גידל את רבי יצחק מאיר פלינטנשטיין, בנה של אחייניתו בת שבע, שהוא כיום האדמו""ר מקופיטשניץ. בית מדרשו בירושלים נקרא על שם רבי אברהם יעקב. 

דברי תורתו כונסו אחרי פטירתו על ידי האדמו""ר רבי יצחק מאיר פלינטנשטיין מקופיטשניץ לספר ""אביר יעקב"".

מתורתו:

והוא יושב פתח האוהל ופירש רש''י : ''לראות אם יש עובר ושב ויכניסם לביתו."" העניים שהם רגילים לבקש ואין להם עוד בושה, אין צורך לעמוד וללכת להם. אבל לפעמים יש ''עובר ושב'' , עני כזה שהוא אדם מכובד והולך אל הדלת וחוזר, שהוא עובר ושב בחזרה , עם כאב לב מחמת הבושה לאלה צריך לעמוד בחוץ ולהכניסם הביתה. (אביר יעקב)

נִפְטַר בִּשְׁנַת תשכ""א
בַּעַל 'אַבִּיר יַעֲקֹב'.
מִגְּדוֹלֵי קַבַּרְנִיטֵי הַדּוֹר, דְּמוּת מֻפְלָאָה שֶׁל מַנְהִיג וְאוֹהֵב יִשְׂרָאֵל בְּדֶרֶךְ מַלְכוּת בֵּית רוּזִ'ין. הָיָה חָתָן אֵצֶל הרה""ק יִצְחָק מֵאִיר מִקָאפִּיטְשְׁנִיץ זְצַ""ל. כְּמוֹ שְׁאָר אַדְמוֹ""רֵי בֵּית רוּזִ'ין בָּרַח בְּעֵת מִלְחֶמֶת הָעוֹלָם הָרִאשׁוֹנָה לְוִויען וְשָׁהָה שָׁם עַד שְׁנַת תרצ""ח, אָז עָלָה לְאֶרֶץ הַקֹּדֶשׁ וְהִתְיַשֵּׁב בָּעִיר תֵּל אָבִיב, בָּהּ יָשַׁב עַד יוֹם פְּטִירָתוֹ.",,
5,טבת,הרב אברהם זיידה (זיידל) הלר,הרב אברהם זיידה (זיידל) הלר,,,,ראש ישיבה,2736779846586448.jpg,Facebook group archive,5,"היה ראש ישיבה בצפת ומפעילי הציבור הבולטים בעיר

#",,
5,טבת,הרב מרדכי פינחס טייץ,הרב מרדכי פינחס טייץ,,,,,2736779846586448.jpg,Facebook group archive,5,"היה רב אמריקאי, רבה של אליזבת, ניו ג'רזי. חבר נשיאות אגודת הרבנים דארצות הברית וקנדה, גזבר ""עזרת תורה"" ומראשי ועד ההצלה

#",,
5,טבת,חכם שמעון הכהן (,חכם שמעון הכהן (,,,ספרדי,,2736779846586448.jpg,Facebook group archive,5,"חכם שמעון הכהן נולד לאביו חכם שלום ולאימו עיישה עליזה בשנת תש""ח (1948) בכפר יונילן, בתלוואת שבמרוקו.

בשנת תשט""ז (1956) זכה ועלה לארץ ישראל עם משפחתו, שהתיישבו בשכונת הפחונים קליפורניה (רובע א') באשדוד. בתחילה למד מפי אביו, החכם שלום הכהן, שהיה דורש בספר הזוהר, בבית הכנסת 'זרע אברהם', ולאחר מכן בבית הכנסת הצריף - 'שערי ציון'. בשנת תשכ""א (1961) נפטר אביו, וחכם שמעון הכהן, נרתם לסייע לאימו, במקביל למד בתלמוד תורה בבית הכנסת 'אביר יעקב' מפי חכם שלמה פרץ. 

בשנת תשכ""ב (1962) החל ללמוד בישיבת 'הרמב""ם ובית יוסף' מפי רבו, ראש הישיבה, חכם אברהם חפוטא. 

חכם שמעון הכהן נשא לאישה את מרת מגי מרים לבית מדינה, ונולדו להם שבעה ילדים. הם התגוררו ליד אימו באשדוד, והוא החל לשמש ר""מ בישיבת 'עטרת צבי', יחד עם חכם אברהם אלטמן. הוא היה מראשוני מרביצי התורה בעיר אשדוד, ושימש רב שכונת רובע א'. בשנת תשל""ט (1979) הקים את האגודה 'תהילה לדוד' ע""ש החכם דוד פרץ, מחבר הספר 'מגן דוד'. בהמשך בנה בניין לישיבה, הקים בית כנסת ומוסדות חינוך בעיר אשדוד. בשנת תש""ס (2000) הקים את הישיבה לצעירים 'תורה אור'. במשך עשרות שנים עמל בתורה בהתמדה ובמסירות, כתב את חידושיו וחינך אלפי ילדים לתורה ולעבודת ה'. נמנה עם מקימי תנועת ש""ס, דרש בציבור, והרביץ תורה ברבים.

חכם שמעון הכהן נפטר ביום ה' בטבת תשע""ד (2013), תוך תפילת שחרית בבית הכנסת 'תורה וחיים' באשדוד.

בשנת תשע""ה (2014) לאחר פטירתו, יצא לאור באשדוד כתביו בספר 'פניני שמעון' בידי בנו, חכם אבישלום הכהן, ובעזרת ידיד נפשו, חכם חנניה אזולאי. מאז יצאו לאור כרכים נוספים בסדרת הספרים: 'פניני שמעון'.",,
5,טבת,רַבִּי שְׁלֹמֹה מוֹלְכוֹ,,,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"נִפְטַר בִּשְׁנַת רצ""ה
הַמְקֻבָּל הַקָּדוֹשׁ רַבִּי שְׁלֹמֹה מוֹלְכוֹ.
בַּעַל 'הַמְפֹאָר'.
נוֹלַד בְּפוֹרְטוּגָל לְמִשְׁפַּחַת אֲנוּסִים בְּעֵרֶךְ בִּשְׁנַת ר""נ, בִּשְׁנַת רצ""ה עָלָה עַל הַמּוֹקֵד בְּמַנְטוֹבָּה שֶׁבְּאִיטַלְיָה הי""ד. צַדִּיקֵי דּוֹרוֹ הֵעִידוּ עָלָיו שֶׁהָיְתָה בּוֹ נִשְׁמַת מָשִׁיחַ בֶּן יוֹסֵף. הוּא עָמַד בְּקִשְׁרֵי יְדִידוּת עִם הַ'בֵּית יוֹסֵף' שֶׁאַף קִנֵּא מְאֹד בְּגוֹרָלוֹ וְהִשְׁתּוֹקֵק אַף הוּא לְהֵהָרֵג עַל קִדּוּשׁ הַשֵּׁם, וְאָז אָמַר לוֹ הַמַּגִּיד מִשָּׁמַיִם שֶׁגַּם הוּא עָתִיד לָמוּת עַל קִדּוּשׁ הַשֵּׁם. פַּעַם שָׁאַל כ""ק מָרָן מַהֲרִ""י מִבֶּעלְזְא זי""ע אֶת אָבִיו כ""ק מָרָן מַהֲרַ""שׁ זי""ע, שֶׁהֲרֵי לְמַעֲשֶׂה יָדוּעַ שֶׁהַ'בֵּית יוֹסֵף' הֶאֱרִיךְ יָמִים וְנִסְתַּלֵּק כְּדֶרֶךְ כָּל הָעוֹלָם וְלֹא שָׁמַעְנוּ שֶׁנֶּהֱרַג עַל קִדּוּשׁ הַשֵּׁם. הֵשִׁיב לוֹ מָרָן מַהֲרַ""שׁ זי""ע: כִּי בְּכָל יוֹם וָיוֹם בִּשְׁעַת קְרִיאַת שְׁמַע הָיְתָה לוֹ לְהַ'בֵּית יוֹסֵף' מְסִירוּת נֶפֶשׁ עַל קְדֻשַּׁת שְׁמוֹ יִתְבָּרַךְ.",,
5,טבת,רַבִּי חָנָה מִפְּלַאנְטְשׁ,"הרה""ק רַבִּי אַבְרָהָם אֶלְחָנָן ב""ר יְהוּדָה פַּאס מִפְּלַאנְטְשׁ.",,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"נִפְטַר בִּשְׁנַת תקצ""ה
בַּעַל 'בִּרְכַּת אַבְרָהָם'.
הָיָה מְכֻנֶּה בְּשֵׁם 'רַבִּי חָנָה'לֶע פְּלַאנְטְשֶׁער', מִגְּדוֹלֵי תַּלְמִידֵי הַ'קְדֻשַּׁת לֵוִי' מִבַּארְדִיטְשׁוֹב זְצַ""ל. הַ'דִּבְרֵי חַיִּים' מִצַּאנְז זְצַ""ל כּוֹתֵב בַּהַסְכָּמָה לְסִפְרוֹ: הָיָה גָּדוֹל מְפֻרְסָם בֵּין הַצַּדִּיקִים הַגְּדוֹלִים הַקּוֹדְמִים.",,
